id,baseline,topic,chapter_mapping,study_tier,mock,question,decision,verification,automatic_flags,fingerprint_matches
q-0227,True,premium.time-unit,支給項目欄,core,mogi-1,"割増賃金の算定基礎となる時給が1,000円の労働者が、法定休日の深夜に1時間働いた。休日割増35％、深夜割増25％、端数なしの場合、この1時間に支払う賃金総額はいくらか。",revise,complete,,True
q-0228,True,premium.rounding,支給項目欄,core,mogi-2,"割増賃金の算定基礎となる時給は1,200円。1か月の法定時間外労働の合計が10時間29分で、深夜・休日労働はない。月合計の1時間未満について30分未満切捨て・30分以上切上げを採用し、割増率25％とする。この時間外労働に支払う賃金総額はいくらか。",revise,complete,,True
q-0229,True,premium.rounding,支給項目欄,core,mogi-3,"賃金は月給のみで、月ごとの所定労働時間は異なる。割増賃金の算定基礎となる月額賃金が240,880円、月平均所定労働時間が160時間である。1時間当たり賃金について50銭未満切捨て・50銭以上切上げを採用する場合、その単価はいくらか。",revise,complete,,True
q-0230,True,premium.rounding,支給項目欄,reinforcement,,1か月における時間外割増賃金の総額に1円未満の端数が生じた場合、認められる端数処理はどれか。,revise,complete,,True
q-0231,True,premium.rounding,,reinforcement,,1か月の時間外労働、休日労働および深夜労働の時間数に1時間未満の端数がある場合、認められる集計方法はどれか。,retire,retired,,退役：公開対象外
q-0232,True,premium.rounding,支給項目欄,core,,毎日の時間外労働に13分の端数が生じる場合、労働時間の把握方法として適切なものはどれか。,revise,complete,,True
q-0233,True,premium.time-unit,支給項目欄,core,mogi-2,"割増賃金の算定基礎となる時給が1,200円の労働者が法定時間外労働を2時間行った。割増率は25%、端数は生じないものとすると、この2時間に支払う賃金総額はいくらか。",revise,complete,,True
q-0234,True,premium.time-unit,,core,,月給制労働者の1時間当たりの賃金額を求める基本式はどれか。除外可能な手当は月給から除くものとする。,retire,retired,,退役：公開対象外
q-0235,True,premium.time-unit,,reinforcement,,1か月平均所定労働時間数を求める方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0236,True,premium.time-unit,支給項目欄,core,,"割増賃金の算定基礎となる1時間単価は1,000円。月60時間を超える法定時間外労働のうち、深夜に2時間勤務した。代替休暇は取得せず、法定最低割増率を適用し、端数処理はない。この2時間について通常賃金部分を含めて支払う額はどれか。",revise,complete,構造化計算未登録,True
q-0237,True,wage.absence-proration,支給項目欄,core,,私用の欠勤で労務を提供しておらず、年休や会社都合の休業ではない。欠勤中も賃金を支払う特約はない。この欠勤時間の賃金について、ノーワーク・ノーペイの原則を表すものはどれか。,revise,complete,,True
q-0238,True,wage.absence-proration,支給項目欄,reinforcement,,遅刻・早退に対する単なる賃金控除として、原則的に控除できる範囲はどれか。,revise,complete,,True
q-0239,True,wage.absence-proration,支給項目欄,reinforcement,,月給者の欠勤・遅刻・早退控除の算式を定める際の基本的な根拠はどれか。,revise,complete,,True
q-0240,True,wage.absence-proration,支給項目欄,reinforcement,,賃金規程では、1日欠勤は「規程の1日単価×欠勤日数」、遅刻・早退は「規程の1時間単価×不就労時間数」で控除する。この規程の計算単位の組合せはどれか。,revise,complete,構造化計算未登録,True
q-0241,True,wage.absence-proration,支給項目欄,reinforcement,,月の途中で入社した月給者について、日割計算を行う場合の基本的な取扱いはどれか。,revise,complete,,True
q-0242,True,wage.absence-proration,支給項目欄,reinforcement,,賃金規程は、途中入社月の月給を所定労働日数の割合で支給すると定めている。入社日以後の所定労働日はすべて勤務し、他の増減額はない。月全体の所定労働日数を分母とする場合、分子に用いるものはどれか。,revise,complete,,True
q-0243,True,wage.absence-proration,支給項目欄,core,,"就業規則で遅刻控除を実際の不就労時間により行うと定めている。控除用の時間単価は1,200円、遅刻は2時間、端数処理はない。この場合の控除額はどれか。",revise,complete,構造化計算未登録,True
q-0244,True,wage.absence-proration,,reinforcement,,欠勤、遅刻または早退により労働しなかった時間の賃金について、ノーワークノーペイの考え方はどれか。,retire,retired,,退役：公開対象外
q-0245,True,wage.absence-proration,支給項目欄,reinforcement,,10分の遅刻に対し、実際の不就労時間分を超えて1時間分の賃金を減額する場合の考え方はどれか。,revise,complete,構造化計算未登録,True
q-0246,True,wage.absence-proration,支給項目欄,core,mogi-3,"月給（基本給のみ）200,000円、月平均所定労働時間160時間。私用で1時間45分遅刻した。有給扱いの特約・年休利用はない。就業規則は「遅刻控除＝基本給÷月平均所定労働時間×不就労時間。途中は丸めず、控除の最終金額の1円未満を切り捨てる」と定めている。今回の不就労分控除はいくらか。",revise,complete,,True
q-0247,True,wage.absence-proration,,reinforcement,,賃金計算期間の途中で入社または退職した月の月給について、日割計算を行う場合の取扱いはどれか。,retire,retired,,退役：公開対象外
q-0248,True,commute.car-distance-limit,支給項目欄,core,,2026年4月分の通勤手当について、マイカーだけで片道12kmを通勤し、有料道路の利用や駐車場等の料金加算がない場合の、1か月当たり非課税限度額はどれか。,revise,complete,構造化計算未登録,True
q-0249,True,commute.car-distance-limit,支給項目欄,core,mogi-1,"2026年4月分として、片道12kmのマイカー通勤者に月10,000円を支給した。非課税限度額を7,300円とすると、課税通勤手当はいくらか。",revise,complete,構造化計算未登録,True
q-0250,True,commute.car-under-2km,支給項目欄,core,,2026年4月分として、マイカーだけで片道1.5kmを通勤する者に通勤手当を支給する。障害により交通機関を利用できないなどの特殊事情による取扱いはない。所得税上の扱いはどれか。,revise,complete,,True
q-0251,True,commute.car-under-2km,支給項目欄,core,mogi-1,"2026年4月分として、片道ちょうど2.0kmを自転車だけで通勤する従業員に月3,000円を支給した。他の通勤費や駐車場等の加算はない。所得税上の課税額はいくらか。",revise,complete,構造化計算未登録,True
q-0252,True,commute.public-transport-limit,支給項目欄,core,,交通機関利用者の合理的な運賃等に係る通勤手当の1か月当たり所得税非課税の最高限度額はどれか。,revise,complete,,True
q-0253,True,commute.public-transport-limit,支給項目欄,core,mogi-1,"合理的な運賃等として認められる公共交通機関の通勤手当を月160,000円支給した。所得税上の課税額はいくらか。",revise,complete,構造化計算未登録,True
q-0254,True,commute.tax-vs-social-insurance,支給項目欄,core,,所得税上非課税となる通勤手当と社会保険の標準報酬月額との関係として正しいものはどれか。,revise,complete,,True
q-0255,True,commute.tax-vs-social-insurance,支給項目欄,core,mogi-1,"会社が通勤用の6か月定期券（60,000円）を従業員へ支給した。所得税では全額非課税となる条件を満たし、他の通勤手当はない。この定期券の社会保険上の報酬への算入はどれか。",revise,complete,,True
q-0256,True,payroll.absence-vs-disciplinary-reduction,給与計算とは,core,mogi-1,月給者が私傷病で1日欠勤した。年次有給休暇ではなく、その欠勤を有給とする特約もない。就業規則の合理的な計算式により、その不就労分だけを控除した。この控除について適切なものはどれか。,revise,complete,,True
q-0257,True,payroll.absence-vs-disciplinary-reduction,給与計算とは,core,mogi-3,就業規則で懲戒として減給を定める場合、労基法上の限度として正しいものはどれか。,revise,complete,,True
q-0258,True,payroll.annual-workflow,給与計算とは,core,mogi-3,当月の確定した勤怠に基づいて時間外手当と欠勤控除を計算し、検算してから賃金を支払う会社で、通常の月次処理の順序として適切なものはどれか。,revise,complete,,True
q-0259,True,payroll.annual-workflow,給与計算とは,core,mogi-1,2026年度の通常の年間業務について、給与からの住民税の新年度税額への切替、労働保険の年度更新、社会保険の算定基礎届の提出の時期を正しく組み合わせたものはどれか。,revise,complete,,True
q-0260,True,payroll.annual-workflow,給与計算とは,core,,社会保険の定時決定の目的として適切なものはどれか。,revise,complete,,True
q-0261,True,payroll.mynumber-handling,給与計算とは,core,mogi-1,会社が従業員から取得したマイナンバーの利用として適切なものはどれか。,revise,complete,,True
q-0262,True,payroll.mynumber-handling,給与計算とは,core,mogi-3,マイナンバー取扱指針の中小規模事業者向けの特例的な対応方法を用いない会社で、退職者の個人番号関係事務がすべて終了し、書類の法定保存期間等も経過した。適切な対応はどれか。,revise,complete,,True
q-0263,True,payroll.pay-cycle,給与計算とは,core,mogi-3,勤怠の計算期間を「毎月21日から翌月20日まで」、賃金支払日を「その締切日の属する月の末日」とする会社で、8月20日の締切が区切る対象期間はどれか。,revise,complete,構造化計算未登録,True
q-0264,True,payroll.pay-cycle,給与計算とは,core,mogi-1,賃金規程が「月末締め・翌月25日払い。ただし25日が休日なら直前の営業日に支払う」と定めている。翌月25日が日曜日、24日も休日の土曜日で、23日金曜日は営業日だった。適切な支払日はどれか。,revise,complete,構造化計算未登録,True
q-0265,True,payroll.pay-cycle,給与計算とは,core,,「毎月末日締め、翌月25日払い」の意味として適切なものはどれか。,revise,complete,,True
q-0266,True,payroll.payslip,給与計算とは,core,,給与明細を、①労働日数や時間、②基本給や手当の金額、③給与から差し引く税・保険料等の金額に整理した。①②③の区分名を順に示すものはどれか。,revise,complete,,True
q-0267,True,payroll.payslip,給与計算とは,core,,勤怠・支給・控除に分けた給与明細の勤怠区分に記載する項目の組合せとして適切なものはどれか。,revise,complete,,True
q-0268,True,payroll.payslip,給与計算とは,core,mogi-1,勤怠・支給・控除に分けた給与明細の支給区分に記載する項目の組合せとして適切なものはどれか。,revise,complete,,True
q-0269,True,payroll.payslip,給与計算とは,reinforcement,,税・社会保険料に加え、書面による労使協定等の必要な根拠に基づき組合費を天引きしている。勤怠・支給・控除に分けた給与明細の控除区分に記載する組合せはどれか。,revise,complete,,True
q-0270,True,payroll.workflow,給与計算とは,core,,勤怠に応じた手当・欠勤控除がある月例給与で、その月の差引支給額を確定する計算順序はどれか。,revise,complete,,True
q-0271,True,payroll.workflow,給与計算とは,core,mogi-2,2026年の通常の定時決定で、対象者の4〜6月の報酬を確認した。算定基礎届の提出と決定された標準報酬月額の適用開始の組合せとして適切なものはどれか。随時改定等はない。,revise,complete,,True
q-0272,True,payroll.workflow,給与計算とは,reinforcement,,給与から毎月特別徴収する個人住民税について、年度途中の退職等がない通常の年度切替として適切なものはどれか。,revise,complete,,True
q-0273,True,payroll.workflow,,core,,一般的な給与明細の基本的な3区分として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0274,True,payroll.workflow,給与計算とは,reinforcement,,給与明細における差引支給額の基本構造として適切なものはどれか。,revise,complete,,True
q-0275,True,payroll.workflow,給与計算とは,core,mogi-3,20日締め・当月末日払いと定める会社で、勤怠集計の担当者が変わった。締切と支払について適切な引継ぎはどれか。,revise,complete,,True
q-0276,True,wage.average,支給項目欄,core,,雇入れから3か月以上経過した月給者について、除外期間・除外賃金や特別な算定がない場合の、労基法上の平均賃金の原則式はどれか。,revise,complete,,True
q-0277,True,wage.average,,reinforcement,,平均賃金の原則計算で用いる分母として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0278,True,wage.average,支給項目欄,reinforcement,,毎月20日が賃金締切日で、9月20日に平均賃金の算定事由が発生した。雇入れから3か月以上経過し、除外期間等はない。算定期間として適切なものはどれか。,revise,complete,構造化計算未登録,True
q-0279,True,wage.average,支給項目欄,reinforcement,,7月10日に雇い入れ、賃金締切日が毎月末日の労働者について、9月4日に平均賃金の算定事由が生じた。試用期間その他の除外期間はない。算定期間として適切なものはどれか。,revise,complete,構造化計算未登録,True
q-0280,True,wage.average,支給項目欄,core,mogi-2,平均賃金の通常の算定期間の一部に次の休業等がある。労基法12条3項により、その日数と期間中の賃金をともに除外するものはどれか。,revise,complete,,True
q-0281,True,wage.average,支給項目欄,reinforcement,,平均賃金の賃金総額から原則として除外されるものはどれか。,revise,complete,,True
q-0282,True,wage.average,支給項目欄,core,,賃金の全部が日給制、時間給制または出来高払制である場合の最低保障として適切なものはどれか。,revise,complete,,True
q-0283,True,wage.average,支給項目欄,reinforcement,,"賃金が全額月給で定められた労働者で、平均賃金の算定除外期間等はない。算定期間の暦日数90日、算入する賃金総額900,000円である場合の平均賃金はいくらか。",revise,complete,構造化計算未登録,True
q-0284,True,wage.average-leave-allowance,支給項目欄,core,,使用者の責めに帰すべき事由で所定労働日を丸1日休業させた。労基法26条が義務づける休業手当の最低水準を示すものはどれか。,revise,complete,,True
q-0285,True,wage.average,支給項目欄,core,mogi-3,所定労働日に働ける労働者について、労基法26条の「使用者の責めに帰すべき事由」による休業に当たるものはどれか。,revise,complete,,True
q-0286,True,wage.average-leave-allowance,,core,,平均賃金の原則的な算定方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0287,True,wage.average-leave-allowance,,core,,平均賃金の最低保障について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0288,True,wage.average-leave-allowance,支給項目欄,core,mogi-2,"平均賃金が1日10,000円の労働者を、使用者の責めに帰すべき事由により所定労働日の一部だけ休業させた。その日に働いた分の賃金は4,000円である。労基法26条の最低水準を満たすため、追加で必要な休業手当はいくらか。",revise,complete,構造化計算未登録,True
q-0289,True,wage.definition,給与計算担当者が知っておきたい法律,reinforcement,,労働の対償として年2回支給される賞与について、労基法上の賃金性と、平均賃金の算定基礎への算入の組合せはどれか。,revise,complete,,True
q-0290,True,wage.definition,,reinforcement,,各種手当が労働基準法上の賃金に該当するかを判断する基準として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0291,True,wage.definition,給与計算担当者が知っておきたい法律,core,,従業員が立て替えた業務経費を実額で精算する場合の取扱いとして適切なものはどれか。,revise,complete,,True
q-0292,True,wage.definition,給与計算担当者が知っておきたい法律,core,mogi-2,同じ「出張手当」という名称で、甲には出張の有無と関係なく毎月定額を給与として支給し、乙には領収書により業務出張の交通費・宿泊費の実額だけを精算する。労基法上の賃金性として適切なものはどれか。,revise,complete,,True
q-0293,True,wage.definition,,reinforcement,,使用者が任意に支給する恩恵的な見舞金の取扱いとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0294,True,wage.definition,給与計算担当者が知っておきたい法律,reinforcement,,慶弔見舞金が労働基準法上の賃金となり得る場合はどれか。,revise,complete,,True
q-0295,True,wage.definition,給与計算担当者が知っておきたい法律,core,,労働基準法第11条の賃金の定義として適切なものはどれか。,revise,complete,,True
q-0296,True,wage.definition,,reinforcement,,労働基準法上の賃金該当性を判断する方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0297,True,wage.definition,給与計算担当者が知っておきたい法律,reinforcement,,労働基準法上の賃金に該当するものはどれか。,revise,complete,,True
q-0298,True,wage.definition,給与計算担当者が知っておきたい法律,reinforcement,,支給条件の定めや確立した慣行がない結婚祝金の取扱いとして適切なものはどれか。,revise,complete,,True
q-0299,True,wage.definition,給与計算担当者が知っておきたい法律,core,mogi-3,実費弁償として扱われ、通常は賃金に該当しないものはどれか。,revise,complete,,True
q-0300,True,wage.definition,給与計算担当者が知っておきたい法律,reinforcement,,労働者への給付のうち、通常は賃金に該当しないものはどれか。,revise,complete,,True
q-0301,True,wage.definition,,reinforcement,,労働の対償として賃金に該当するものはどれか。,retire,retired,,退役：公開対象外
q-0302,True,wage.digital,給与計算担当者が知っておきたい法律,reinforcement,,指定資金移動業者の口座への賃金支払を認める制度が施行された年月はどれか。実際の業者指定や各社の導入開始とは区別する。,revise,complete,,True
q-0303,True,wage.digital,給与計算担当者が知っておきたい法律,core,mogi-2,事業場の労使協定と本人の同意など、他の必要手続を満たすものとする。賃金のデジタル払いに利用する業者として、制度上の指定要件を満たすものはどれか。,revise,complete,,True
q-0304,True,wage.digital,給与計算担当者が知っておきたい法律,core,,事業場で賃金のデジタル払いを実施する手続として適切なものはどれか。,revise,complete,,True
q-0305,True,wage.digital,給与計算担当者が知っておきたい法律,core,,賃金のデジタル払いを導入した事業場での労働者の選択について適切なものはどれか。,revise,complete,,True
q-0306,True,wage.minimum,,core,,最低賃金制度における最低賃金の種類として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0307,True,wage.minimum,給与計算担当者が知っておきたい法律,core,,地域別最低賃金と特定最低賃金の区別として適切なものはどれか。,revise,complete,,True
q-0308,True,wage.minimum,給与計算担当者が知っておきたい法律,core,,地域別最低賃金と特定最低賃金の両方が適用される場合の取扱いはどれか。,revise,complete,,True
q-0309,True,wage.minimum,給与計算担当者が知っておきたい法律,reinforcement,,最低賃金額以上であるかを比較するとき、対象賃金から除外される手当はどれか。,revise,complete,,True
q-0310,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,,賃金支払5原則の内容をまとめた説明として適切なものはどれか。,revise,complete,,True
q-0311,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,mogi-2,賃金の通貨払の原則の趣旨として適切なものはどれか。,revise,complete,,True
q-0312,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,事業場の口座振込に必要な労使協定等は整っている。銀行口座への賃金振込における、本人の意思と口座名義の扱いとして適切なものはどれか。,revise,complete,,True
q-0313,True,wage.payment-deductions,,reinforcement,,賃金の直接払の原則の内容として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0314,True,wage.payment-deductions,,reinforcement,,賃金を銀行口座へ振り込む場合の口座名義について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0315,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,賃金の全額払の原則の内容として適切なものはどれか。,revise,complete,,True
q-0316,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,mogi-3,全額払の原則に対する法令上の控除の説明として適切なものはどれか。,revise,complete,,True
q-0317,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,労働契約等により本人が負担することとなっている社宅費を、賃金から協定控除する場合に必要な根拠はどれか。,revise,complete,,True
q-0318,True,wage.payment-deductions,,reinforcement,,給与から控除する組合費の位置付けとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0319,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,,協会けんぽに加入する国内居住の被保険者について、健康保険料と合わせて納める介護保険の第2号被保険者の原則的な年齢範囲はどれか。適用除外施設への入所等はない。,revise,complete,,True
q-0320,True,wage.payment-deductions,,reinforcement,,給与から控除する所得税と住民税の位置付けとして適切なものはどれか。,retire,retired,,退役：公開対象外
q-0321,True,wage.payment-deductions,,reinforcement,,賃金支払の5原則を正しく示したものはどれか。,retire,retired,,退役：公開対象外
q-0322,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,次のうち、通貨払の原則とその例外に照らして認められない方法はどれか。選択肢に示す根拠以外に、通貨以外の支払を認める法令等の特別な根拠はない。,revise,complete,,True
q-0323,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,,賃金を本人へ直接支払う原則に反するものはどれか。各口座への支払は、事業場の協定・本人の同意等の必要手続を満たしている。,revise,complete,,True
q-0324,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,,全額払の原則において、労使協定がなくても行える控除はどれか。,revise,complete,,True
q-0325,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,毎月1回以上払の原則について適切なものはどれか。,revise,complete,,True
q-0326,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,,通常賃金の支払期日の定め方として、一定期日払を満たすものはどれか。,revise,complete,,True
q-0327,True,wage.payment-deductions,,reinforcement,,銀行口座振込による賃金支払いの方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0328,True,wage.payment-deductions,,core,,賃金のデジタル払いについて適切なものはどれか。,retire,retired,,退役：公開対象外
q-0329,True,wage.payment-deductions,,reinforcement,,使用者が賃金のデジタル払いを実施するための手続として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0330,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,法令による控除と労使協定による協定控除の区別として適切なものはどれか。,revise,complete,,True
q-0331,True,wage.payment-deductions,,reinforcement,,賃金控除に関する労使協定を根拠として控除する項目の組合せはどれか。,retire,retired,,退役：公開対象外
q-0332,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,reinforcement,,給与からの法定控除に当たる項目だけを含む組合せはどれか。保険料は加入要件を満たす労働者の本人負担分とし、列挙したもの以外にも法定控除はある。,revise,complete,,True
q-0333,True,wage.payment-deductions,給与計算担当者が知っておきたい法律,core,,給与明細で労災保険料を処理する際、労働者負担分の控除として正しいものはどれか。,revise,complete,,True
q-0334,True,wage.piecework,給与計算担当者が知っておきたい法律,core,,出来高払制その他の請負制で使用する労働者に対する保障給として適切なものはどれか。,revise,complete,,True
q-0335,True,wage.records,給与計算担当者が知っておきたい法律,core,,4月1日～30日の労働時間を記録したタイムカードは4月30日に完結し、この記録に対応する賃金の所定支払期日は5月25日である。労基法上の保存期間の起算日はどれか。,revise,complete,構造化計算未登録,True
q-0336,True,wage.records,給与計算担当者が知っておきたい法律,core,,賃金台帳を記入する時期として適切なものはどれか。,revise,complete,,True
q-0337,True,wage.records,給与計算担当者が知っておきたい法律,core,mogi-2,日々雇入れの例外に該当しない一般の常用労働者について、賃金台帳の法定記載事項だけを含む組合せはどれか。,revise,complete,,True
q-0338,True,wage.records,給与計算担当者が知っておきたい法律,reinforcement,,労働時間適正把握ガイドラインの対象で、みなし労働時間制等の例外に該当しない労働者について、出勤簿やタイムカードなどに記録すべき基本情報はどれか。,revise,complete,,True
q-0339,True,wage.records,給与計算担当者が知っておきたい法律,core,,2026年9月1日時点の賃金台帳や出勤簿等の保存期間に関する説明として適切なものはどれか。,revise,complete,,True
q-0340,True,wage.rounding,給与計算担当者が知っておきたい法律,core,mogi-2,日ごとの労働時間が分単位で記録されている。賃金計算のための端数処理として適切なものはどれか。,revise,complete,,True
q-0341,True,wage.rounding,給与計算担当者が知っておきたい法律,core,,昭和63年3月14日基発150号で、事務簡便のため賃金不払の法違反として扱わないとされる、月合計の時間数の端数処理に一致するものはどれか。,revise,complete,,True
q-0342,True,wage.schedule-emergency,,reinforcement,,賞与に対する毎月1回以上払と一定期日払の適用について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0343,True,wage.schedule-emergency,,core,,賃金の一定期日払の原則を満たす支払日の定め方はどれか。,retire,retired,,退役：公開対象外
q-0344,True,wage.schedule-emergency,給与計算担当者が知っておきたい法律,core,mogi-3,賃金支払日を「毎月末日」と定める場合の取扱いとして適切なものはどれか。,revise,complete,,True
q-0345,True,wage.schedule-emergency,,reinforcement,,年俸制を採用している労働者への賃金支払について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0346,True,wage.schedule-emergency,,reinforcement,,非常時払を請求できる事情として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0347,True,wage.schedule-emergency,給与計算担当者が知っておきたい法律,core,,労働基準法上の非常時払について適切なものはどれか。,revise,complete,,True
q-0348,True,exam.scope,試験案内（章外）,core,,給与計算実務能力検定2級の公式な位置づけとして適切なものはどれか。,revise,complete,,True
q-0349,True,tax.dependents,控除項目欄,core,,居住者の給与について月額表の甲欄を使うものとする。2026年9月の給与の月次源泉徴収で、障害者等による加算前の扶養親族等の数に含める基本対象はどれか。申告書へ適正に記載されているものとする。,revise,complete,,True
q-0350,True,tax.dependents,控除項目欄,core,mogi-1,居住者の給与について月額表の甲欄を使うものとする。2026年9月の月次源泉徴収で、年末時点でも16歳未満の扶養親族を数える場合の取扱いはどれか。この親族は障害者に該当せず、他の人との重複申告もない。,revise,complete,,True
q-0351,True,tax.dependents,控除項目欄,core,,居住者の給与について月額表の甲欄を使うものとする。2026年9月の月次源泉徴収。本人の年間所得見積額は900万円、同一生計の配偶者は95万円で、配偶者は事業専従者ではない。いずれも居住者で、他の所得・障害者等の加算・相互申告はなく、申告書を適正に提出済み。この配偶者を基本人数にどう数えるか。,revise,complete,構造化計算未登録,True
q-0352,True,tax.dependents,控除項目欄,reinforcement,,居住者の給与について月額表の甲欄を使うものとする。2026年9月の月次源泉徴収で用いる、控除対象扶養親族の基本的な説明として適切なものはどれか。,revise,complete,,True
q-0353,True,tax.dependents,控除項目欄,reinforcement,,居住者の給与について月額表の甲欄を使うものとする。2026年9月の月次源泉徴収。年末時点14歳で所得のない同一生計の子（居住者）が、一般の障害者に該当する。申告書等の必要手続は満たし、他者との重複申告はない。この子について障害者分として加算する人数はどれか。,revise,complete,,True
q-0354,True,tax.dependents,控除項目欄,reinforcement,,居住者の給与について月額表の甲欄を使うものとする。2026年9月の月次源泉徴収で、給与所得者本人が特別障害者に該当する。申告書等の必要手続を満たす場合、本人の障害者該当による加算は何人分か。他の加算は考えない。,revise,complete,,True
q-0355,True,tax.dependents,控除項目欄,reinforcement,,居住者の給与について月額表の甲欄を使うものとする。2026年9月の月次源泉徴収。年末時点14歳で所得のない同一生計の子（居住者）が、同居特別障害者に該当する。申告書等の必要手続は満たし、他者との重複申告はない。この子について障害者等の加算として追加する人数はどれか。,revise,complete,,True
q-0356,True,tax.dependents,控除項目欄,reinforcement,,年の途中で扶養親族の状況に異動が生じた場合の手続として適切なものはどれか。,revise,complete,,True
q-0357,True,tax.dependents,控除項目欄,reinforcement,,居住者に毎月支払う通常給与について、勤務先へ扶養控除等（異動）申告書を適正に提出している。扶養の基本人数も障害者等の加算も0人の場合、使用する税額表の区分はどれか。,revise,complete,,True
q-0358,True,tax.dependents,控除項目欄,reinforcement,,居住者に毎月支払う通常給与で、扶養控除等申告書の提出がない。月額表のどの欄を使い、扶養人数をどう扱うか。従たる給与の特例は考えない。,revise,complete,,True
q-0359,True,tax.income-nontaxable,控除項目欄,core,,所得税の原則的な納税方式である申告納税方式の説明として適切なものはどれか。,revise,complete,,True
q-0360,True,tax.income-nontaxable,控除項目欄,reinforcement,,給与所得に該当するものとして適切なものはどれか。,revise,complete,,True
q-0361,True,tax.income-nontaxable,控除項目欄,reinforcement,,使用者から受ける現物給付の所得区分について適切なものはどれか。,revise,complete,,True
q-0362,True,tax.income-nontaxable,,reinforcement,,公共交通機関を利用する通勤者への通勤手当について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0363,True,tax.income-nontaxable,控除項目欄,core,mogi-1,従業員に支給する出張旅費の所得税上の取扱いとして適切なものはどれか。,revise,complete,,True
q-0364,True,tax.resident,控除項目欄,core,,所得割・均等割・森林環境税のいずれにも非課税等の措置が適用されない従業員について、給与から特別徴収する住民税等の構成として適切なものはどれか。,revise,complete,,True
q-0365,True,tax.resident,,reinforcement,,森林環境税の税目と徴収方法について適切なものはどれか。,retire,retired,,退役：公開対象外
q-0366,True,tax.resident,控除項目欄,reinforcement,,給与所得者の個人住民税を特別徴収する場合、年度当初の税額通知の流れとして適切なものはどれか。,revise,complete,,True
q-0367,True,tax.resident,,reinforcement,,個人住民税の特別徴収における通常の控除期間として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0368,True,tax.resident,控除項目欄,reinforcement,,納期の特例を受けていない会社が、給与から特別徴収した個人住民税の原則的な納入期限はいつか。休日による期限延長は考えない。,revise,complete,,True
q-0369,True,tax.resident,控除項目欄,core,,6月から翌年5月まで通常の12回で特別徴収する年税額を月割りし、100円未満の端数が生じた。その端数をまとめて加えるのはどの月分か。途中開始・税額変更・少額年税額の一括徴収はない。,revise,complete,,True
q-0370,True,tax.resident,控除項目欄,reinforcement,,6月1日から12月31日までに退職し、新勤務先で特別徴収を継続しない。死亡・出国ではなく、一括徴収を希望する場合には残税額を引ける給与等がある。残る住民税の取扱いはどれか。,revise,complete,構造化計算未登録,True
q-0371,True,tax.resident,控除項目欄,reinforcement,,5月中に退職し、当年度の住民税の未徴収分は5月分だけである。5月支給の給与からその全額を控除できる場合、通常の取扱いはどれか。,revise,complete,,True
q-0372,True,tax.resident,控除項目欄,reinforcement,,個人住民税の特別徴収税額に関する納期の特例について適切なものはどれか。,revise,complete,,True
q-0373,True,tax.withholding-table,控除項目欄,core,,給与の源泉徴収税額を求める際、総支給額を確認した後の最初の処理として適切なものはどれか。,revise,complete,,True
q-0374,True,tax.withholding-table,控除項目欄,reinforcement,,総支給額30万円、非課税通勤手当1万円、社会保険料等4万円の場合、税額表に当てはめる金額はいくらか。,revise,complete,構造化計算未登録,True
q-0375,True,tax.withholding-table,控除項目欄,reinforcement,,居住者に支払う給与等について、源泉徴収税額表の月額表を使用する典型的なものはどれか。,revise,complete,,True
