id,change,fields,reason,merged_into,approval
q-0208,退役,,法定外休日の週40超を時間外とする同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0193,retired
q-0209,修正,source_keys,5時の境界を時刻のケースで確認するため基本q-0185と分けて維持。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0210,修正,question_text source_keys,法定休日でない・日週とも法定内・適用除外なしを補足。法定内残業とは別の時間帯判断。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0211,修正,explanation question_text source_keys,深夜なし・月60以内・有効な規則・より高い個別合意なしを明示して率を一意にした。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0212,退役,,36協定で割増義務は免除されない同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0114,retired
q-0213,退役,,管理監督者の深夜割増の同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0130,retired
q-0214,退役,,60時間までは25％、超過部分だけ50％の同じ境界。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0192,retired
q-0215,退役,,中小企業を含む適用の同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0191,retired
q-0216,退役,,所定7時間と法定8時間の区別を統合。旧版は週の超過条件が不足。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0039,retired
q-0217,修正,difficulty exam_role explanation role source_keys,数値を算出しない制度判断なので計算分類を修正。区分・実績照合・支払期の説明を補足。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0218,修正,explanation source_keys,2時間の例を補い、率の加算と時間数の集計を分ける技能として維持。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0219,退役,,法定休日の最低日数の同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0068,retired
q-0220,退役,,法定外休日の時間外判定を条件明示したケースへ統合。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0193,retired
q-0221,退役,,事前の休日振替という同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0070,retired
q-0222,退役,,事後の代休は法定休日割増を消さない同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0075,retired
q-0223,修正,explanation source_keys,q-0225の境界判断を統合。任意の許容処理で実時間計算も可能と補う。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0224,修正,explanation question_text source_keys,法定休日と明記し日週では丸めない説明、深夜重複時の区分を補足。q-0231統合。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0225,退役,,30分ちょうどを切り上げる同じ境界を基本説明へ統合。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0223,retired
q-0226,退役,,日ごとの15分未満切捨て不可を13分のケースへ統合。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0232,retired
q-0227,修正,answer calc_params explanation question_text source_keys topic_key,端数処理を問わないため時間単価計算の論点へ移す。算定基礎の時給と総額の段階を明記。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0228,修正,answer calc_params choices common_mistake explanation question_text source_keys,通常コアで月合計の丸めを金額に適用する問題として維持。算定基礎と時給を限定。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0229,修正,answer calc_params choices common_mistake explanation question_text source_keys,月給のみ・月ごと所定時間が異なる条件を補う。給与控除の保険料とは境界が違う説明を維持。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0230,修正,explanation source_keys,単価と月額総額の丸め段階を分ける知識として維持。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0231,退役,,区分別の月合計という同じ判断。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0224,retired
q-0232,修正,source_keys,毎日の端数の扱いを具体例で確認する通常コアとして維持、q-0226統合。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0233,修正,answer calc_params explanation question_text source_keys,算定基礎となる時給に限定し通常分と割増部分の途中式を補う。 公式の全技能と模試全体の監査は別途未完了。,,complete
q-0234,退役,,月給の時間換算の同一式を条件補足済みの基礎へ統合。q-0233・0227は模試専用なので通常コアとは数えない。通常コアq-0161で月給の時間換算を学び、q-0236を通常コアとして複合計算へ進む。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0161,retired
q-0235,退役,,年間時間÷12の式を1920時間の適用ケースへ統合。 旧履歴を残し配信停止。習熟を自動移行しない。,q-0162,retired
q-0236,修正,explanation question_text source_keys study_tier,本文が75％と1.75倍を重ねて指示していたため、適用率を自分で判断する条件へ改訂。代替休暇なしを明記。 公式の全技能と模試全体の監査は別途未完了。 q-0233・0227が模試専用であることを再確認。q-0161の時間換算、q-0180の率の基礎を踏まえた通常コア計算に指定し、模試の事前解放に頼らない。,,complete
q-0237,修正,explanation question_text source_keys,私用欠勤・年休休業でない・有給特約なしを明記し、例外を説明。q-0244を統合。 公式範囲全体の監査は別途未完了。,,complete
q-0238,修正,explanation source_keys,相当する控除と超過制裁を別に判断する基礎として維持。 公式範囲全体の監査は別途未完了。,,complete
q-0239,修正,explanation source_keys,全国一律の控除式と誤認させず割増計算との差を補足。 公式範囲全体の監査は別途未完了。,,complete
q-0240,修正,explanation question_text source_keys,一般的方法という根拠の弱い出題を、具体的な規程を読む問題へ変更。 公式範囲全体の監査は別途未完了。,,complete
q-0241,修正,difficulty exam_role explanation question_text role source_keys,必ず日割りと読めた点を限定し、算出をしないため知識・手順へ修正。 公式範囲全体の監査は別途未完了。,,complete
q-0242,修正,difficulty exam_role explanation question_text role source_keys,全所定日勤務・他の増減額なしを補足。数値算出をしないので手順知識へ修正。 公式範囲全体の監査は別途未完了。,,complete
q-0243,修正,explanation source_keys,単価と時間が指定された通常コア計算として維持。割増率を加算しない理由を補足。 公式範囲全体の監査は別途未完了。,,complete
q-0244,退役,,ノーワーク・ノーペイの同じ判断を、適用条件と例外を明示したq-0237へ統合。旧履歴を保持し習熟は自動移行しない。,q-0237,retired
q-0245,修正,explanation source_keys,制裁の法定額上限と処分の相当性の両方を補足。 公式範囲全体の監査は別途未完了。,,complete
q-0246,修正,answer calc_params choices common_mistake distractor_feedback explanation question_text source_keys,旧検算は時間外用で途中単価を丸め、設問の最終丸め条件と一致しなかった。旧金額2188が違法と断定せず、控除が実不就労額を超えない最終切捨て規程の問題へ改訂。独立固定値も2187へ更新。,,complete
q-0247,退役,,途中入退社の日割りは規程によるという同じ判断をq-0241へ統合。旧履歴を保持し習熟を自動移行しない。,q-0241,retired
q-0248,修正,common_mistake explanation question_text source_keys,有料道路や他交通の併用による加算が抜けていたため、マイカーのみ・有料道路なしを追加。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0249,修正,question_text source_keys,上限が指定された模試の課税額計算として維持。新旧時点を4月分と明記。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0250,修正,common_mistake explanation question_text source_keys,国税庁の障害による特別事情を発見。本文で除外し資料・説明でも例外を示す。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0251,修正,answer common_mistake distractor_feedback explanation question_text source_keys,模試の1.8km全額課税の類題をちょうど2kmの境界へ改訂。正答と個別誤答説明も変更。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0252,修正,common_mistake explanation source_keys,15万円は定額でなく最高限度。合理的特急等とグリーン料金の区別を説明。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0253,修正,source_keys,合理的運賃でも上限を超える模試ケースとして維持。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0254,修正,common_mistake explanation source_keys,最頻出と断定していた根拠のない表現を削除。基礎の制度間比較として維持。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0255,修正,choices common_mistake distractor_feedback explanation question_text source_keys,通常q-0254の同じ判断だけから、現物定期券・半年分の月換算を組み合わせる模試へ変更。 必須技能全体の網羅性・模試の知識計算区分は別途未完了。,,complete
q-0256,修正,explanation question_text source_keys,年休・有給特約の条件不足を補い、超過控除との違いを説明。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0257,修正,explanation source_keys,二つの法定限度の確認を維持。上限だけで懲戒有効と誤認しない説明を補足。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0258,修正,distractor_feedback explanation question_text source_keys,全国一律の給与順序という根拠不足を解消し、指定した変動額計算の条件を読む問題へ変更。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0259,修正,choices common_mistake explanation question_text source_keys,定時決定は7月という曖昧な表現を算定基礎届の提出に限定。9月適用と区別。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0260,修正,explanation study_tier,正答の言い換えを見直し、目的・支払基礎日数・適用期間を説明。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0261,修正,source_keys,利用目的の基本判断を維持。主催者範囲だけの根拠を外しPPC所定事務に照合。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0262,修正,choices explanation question_text source_keys,必要に応じ記録では一般の記録保存要件を弱めるため修正。中小特例の対応方法を区別。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0263,修正,choices distractor_feedback explanation question_text role source_keys,模試の用語言換えを、20日締切の期間特定へ変更。通常q265の月末締めからの転用を問う。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0264,修正,choices distractor_feedback explanation question_text role source_keys,模試の用語言換えを、休日繰上げの規程適用に変更。休日と営業日を明記し法律一律としない。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0265,修正,explanation source_keys,通常コアで締切と支払の基礎を維持し、8月→9月の具体例を補う。 模試全体の難易度・初見性の判定は別途未完了。,,complete
q-0266,修正,explanation question_text source_keys,3区分が法定唯一様式という誤認を防ぎ、与えた項目を分類する問題へ。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0267,修正,question_text source_keys,勤怠という前提情報の読み取りを基礎として維持。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0268,修正,question_text source_keys,指定様式の区分として維持。模試の基礎分類枠の難易度配分は別途未判定。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0269,修正,question_text source_keys,組合費の必要な控除根拠を本文でも明記。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0270,修正,explanation question_text source_keys study_tier,模試q258の事前解放に頼らず通常コアに配置。q273退役後もworkflowの基本を保持。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0271,修正,choices explanation question_text role,単なる提出月暗記から適用開始との組合せへ。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0272,修正,question_text,年度途中異動なしの通常ケースとし、通知に基づく処理を維持。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0273,退役,,同じ区分・原則の判断をq-0266へ統合。旧履歴を保持し習熟を移行しない。q-0273の論点workflowはq-0270の通常コアで基本順序を学ぶ。,q-0266,retired
q-0274,修正,explanation source_keys,課税対象額と手取りの違いを説明して維持。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0275,修正,choices explanation question_text role source_keys,同一模試q263との用語重複を、引継ぎ・一定期日を合わせた場面判断に変更。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0276,修正,explanation question_text source_keys,期間と総日数を説明し、事由当日除外・締切・最低保障も補足。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0277,退役,,同じ区分・原則の判断をq-0276へ統合。旧履歴を保持し習熟を移行しない。q-0273の論点workflowはq-0270の通常コアで基本順序を学ぶ。,q-0276,retired
q-0278,修正,choices explanation question_text source_keys,抽象的な起算日の言換えから締切日当日の境界ケースへ。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0279,修正,choices explanation question_text role source_keys,旧正答が事由発生日を含め締切も無視する点を訂正。極短期の例外と通常の3か月未満を区別。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0280,修正,explanation question_text,通常算定の一部期間と明記し、全算定期間除外等の特別計算と混同させない。 必要技能全体・模試区分の網羅性は未判定。,,complete
q-0281,修正,explanation source_keys,名称と期間を分け、ちょうど3か月の境界も説明。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0282,修正,explanation,月給部分混在の計算と区別し基礎を維持。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0283,修正,explanation question_text source_keys,全額月給・算入額・除外なしを明記した既改訂を再確認。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0284,修正,distractor_feedback explanation question_text source_keys study_tier topic_key,適切な支払だと80・100も成立したため最低水準を明示。休業手当の通常コアに修正。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0285,修正,choices explanation question_text role source_keys,可能性が高いという曖昧な比較から適用条件を明示するケースへ。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0286,退役,,同じ基本式・定義・義務の判断をq-0276へ統合。履歴は保持し習熟は移行しない。休業手当の通常コアはq-0284、賃金定義の通常コアはq-0295で維持。,q-0276,retired
q-0287,退役,,同じ基本式・定義・義務の判断をq-0282へ統合。履歴は保持し習熟は移行しない。休業手当の通常コアはq-0284、賃金定義の通常コアはq-0295で維持。,q-0282,retired
q-0288,修正,choices distractor_feedback explanation question_text role source_keys,通常演習と同じ60％の暗記から一部休業の不足額判定へ。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0289,修正,choices explanation question_text role study_tier,給与の名称言換えから、定義と計算対象の二段階判断へ。通常コアの定義は295へ。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0290,退役,,同じ基本式・定義・義務の判断をq-0295へ統合。履歴は保持し習熟は移行しない。休業手当の通常コアはq-0284、賃金定義の通常コアはq-0295で維持。,q-0295,retired
q-0291,修正,source_keys,通常コアで実費弁償の入口を維持。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0292,修正,choices explanation question_text role source_keys,模試の一般旅費定義を同名手当の支給実態比較へ。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0293,退役,,同じ基本式・定義・義務の判断をq-0298へ統合。履歴は保持し習熟は移行しない。休業手当の通常コアはq-0284、賃金定義の通常コアはq-0295で維持。,q-0298,retired
q-0294,修正,choices explanation source_keys,単に規程に載るだけでなく条件と義務を確認する。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0295,修正,explanation source_keys study_tier,通常コアの賃金定義を本問へ集約し誤肢の理由を説明。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0296,退役,,同じ基本式・定義・義務の判断をq-0295へ統合。履歴は保持し習熟は移行しない。休業手当の通常コアはq-0284、賃金定義の通常コアはq-0295で維持。,q-0295,retired
q-0297,修正,choices source_keys,見舞金の支給義務なしを補い、通勤と業務出張の違いを維持。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0298,修正,source_keys,293の同じ任意見舞金判断を統合。義務ある294との対比を維持。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0299,修正,source_keys,通常の実費基礎から異なる賃金項目を判別する模試として維持。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0300,修正,source_keys,業務用貸与を現物賃金や住宅手当と混同しない例として維持。 模試の知識計算区分・公式必須技能全体は別途未判定。,,complete
q-0301,退役,,同じ定義・区分・手続の判断をq-0295へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0295,retired
q-0302,修正,choices explanation question_text source_keys study_tier,制度開始と実利用の指定後開始を分けた。年月暗記のコア優先を下げ選択権305を通常コアへ。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0303,修正,choices question_text source_keys,業者指定だけで即実施としない条件を補足。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0304,修正,choices source_keys,協定の相手・説明の順序を全肢で明確化。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0305,修正,study_tier,任意選択と変更可能性の判断をコアへ。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0306,退役,,同じ定義・区分・手続の判断をq-0307へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0307,retired
q-0307,修正,explanation source_keys study_tier,306の名称だけの類題を統合し、種類の説明まで通常コアで扱う。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0308,修正,explanation source_keys,改定時期で額の大小が変わり得ることと適用日を補足。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0309,修正,explanation source_keys,深夜の割増部分と時間外等の賃金を区別。割増基礎7項目の流用を防ぐ。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0310,修正,explanation,321・313の用語類題を集約し、趣旨と例外を説明。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0311,修正,source_keys,模試の制度趣旨判断として維持し直接の公的説明を追加。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0312,修正,question_text source_keys,314の同じ名義判断を集約。協定等を前提化し本人同意だけで全手続十分としない。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0313,退役,,同じ定義・区分・手続の判断をq-0310へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0310,retired
q-0314,退役,,同じ定義・区分・手続の判断をq-0312へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0312,retired
q-0315,修正,choices source_keys,旧Cの複数回払いは毎月1回以上を満たし得るため、未払分の一方的繰延と明確化。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0316,修正,source_keys,法令控除の模試枠として維持。法定外との根拠の区別。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0317,修正,explanation question_text source_keys,社宅費負担義務と天引手続を分け、協定だけで債務が生じる誤認を防ぐ。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0318,退役,,同じ定義・区分・手続の判断をq-0269へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0269,retired
q-0319,修正,choices explanation question_text source_keys,労基法だけの誤引用を訂正。加入者・国内・除外なしを限定し、給与支払日の年齢と保険料月を区別。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0320,退役,,同じ定義・区分・手続の判断をq-0324へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0324,retired
q-0321,退役,,同じ定義・区分・手続の判断をq-0310へ統合。通常コア307・310・324等で基礎を維持。履歴を保持し習熟を自動移行しない。,q-0310,retired
q-0322,修正,choices question_text source_keys,否定問の例外条件と銀行振込の前提を補足。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0323,修正,choices question_text source_keys,資金移動口座に指定要件がなかった点と各同意手続を補足。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0324,修正,source_keys study_tier,320を統合し模試316の事前解放によらない通常コアへ。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0325,修正,source_keys,年俸と支払回数を区別する境界問題として維持。 必須範囲全体・模試全体の難易度評価は未完了。,,complete
q-0326,修正,explanation source_keys study_tier,343を統合し通常コアで支払日の判断を維持。 教材全体・模試の難易度評価は未完了。,,complete
q-0327,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0312へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0312,retired
q-0328,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0302へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0302,retired
q-0329,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0304へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0304,retired
q-0330,修正,explanation source_keys,331の組合せ暗記を説明へ集約し、控除権限と債務を区別。 教材全体・模試の難易度評価は未完了。,,complete
q-0331,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0330へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0330,retired
q-0332,修正,explanation question_text source_keys,6種だけの固定暗記を避け2026年支援金を補足。 教材全体・模試の難易度評価は未完了。,,complete
q-0333,修正,explanation source_keys,労基法だけの引用を直接の保険料負担資料へ修正。 教材全体・模試の難易度評価は未完了。,,complete
q-0334,修正,explanation,労働者への出来高給と独立請負を区別。 教材全体・模試の難易度評価は未完了。,,complete
q-0335,修正,choices explanation question_text source_keys,保存年数暗記を起算日のケースへ変更。 教材全体・模試の難易度評価は未完了。,,complete
q-0336,修正,explanation source_keys,記入の時期と各事業場・各人別の単位を説明。 教材全体・模試の難易度評価は未完了。,,complete
q-0337,修正,explanation question_text source_keys,模試の記載事項判断。日々雇入れの期間例外に限定条件を置いた。 教材全体・模試の難易度評価は未完了。,,complete
q-0338,修正,explanation question_text source_keys,対象範囲を明示。記録と在社・実労働の違いを説明。 教材全体・模試の難易度評価は未完了。,,complete
q-0339,修正,explanation question_text source_keys study_tier,基本の保存年数を通常コアへ、335で起算日を補う。 教材全体・模試の難易度評価は未完了。,,complete
q-0340,修正,explanation question_text source_keys,模試の月集計と日集計の区別。1分未満の一律切捨てを問う設問ではない。 教材全体・模試の難易度評価は未完了。,,complete
q-0341,修正,explanation question_text,旧問はCも成立。通達の方式に問いを限定して複数正解を解消。 教材全体・模試の難易度評価は未完了。,,complete
q-0342,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0325へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0325,retired
q-0343,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0326へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0326,retired
q-0344,修正,explanation source_keys,模試の末日という境界判断で通常の25日例と区別。 教材全体・模試の難易度評価は未完了。,,complete
q-0345,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0325へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0325,retired
q-0346,退役,,全選択肢を比較し同じ定義・例外・手続の判断をq-0347へ統合。模試解放に依存せず通常問題と説明で基礎を維持。旧履歴は保持し習熟は自動移行しない。,q-0347,retired
q-0347,修正,explanation source_keys study_tier,346の事由判断を統合し非常時の通常コアを確保。 教材全体・模試の難易度評価は未完了。,,complete
q-0348,修正,explanation source_keys,検定の位置づけの導入用として維持し出題予測としない。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0349,修正,explanation question_text source_keys,2026年月次の特定親族の範囲と加算を分ける。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0350,修正,explanation question_text source_keys,模試の16歳未満判断に年末年齢・障害者なしを明示。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0351,修正,choices explanation question_text role source_keys,抽象要件暗記を上限ちょうどの所得見積ケースへ。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0352,修正,explanation question_text source_keys,非居住者条件と2026年9月の月次適用を明確化。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0353,修正,explanation question_text source_keys,年少扶養の基本0と障害加算1を分ける通常ケース。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0354,修正,explanation question_text role source_keys,本人と親族の加算の違いを問う。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0355,修正,explanation question_text source_keys,基礎人数と加算人数を明示して合計3の誤認を防ぐ。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0356,修正,explanation source_keys,異動後の最初の給与前日という期限を説明。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0357,修正,explanation question_text source_keys,本人の障害者加算等も0を条件に明記。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0358,修正,choices explanation question_text role source_keys,税額の一般傾向の暗記から適用欄の判断に改訂。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0359,修正,explanation source_keys,源泉と年間精算の位置関係を説明。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0360,修正,explanation source_keys,給与収入と給与所得金額を区別。 公式教材本文・試験全体の網羅性判定は未完了。,,complete
q-0361,修正,explanation source_keys,金銭以外の利益と非課税の例外を説明。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0362,退役,,全肢・説明を比べ同じ限度額・税目・期間・適用欄を問うq-0252へ統合。旧履歴保持、習熟の自動移行なし。,q-0252,retired
q-0363,修正,explanation source_keys,模試の旅費判断に相当額の判定材料を補足。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0364,修正,explanation question_text source_keys,365の国税判断を統合し非課税等対象者を例外として明記。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0365,退役,,全肢・説明を比べ同じ限度額・税目・期間・適用欄を問うq-0364へ統合。旧履歴保持、習熟の自動移行なし。,q-0364,retired
q-0366,修正,explanation source_keys,通知を受けて控除する流れと源泉税計算の違いを説明。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0367,退役,,全肢・説明を比べ同じ限度額・税目・期間・適用欄を問うq-0272へ統合。旧履歴保持、習熟の自動移行なし。,q-0272,retired
q-0368,修正,explanation question_text source_keys,休日・納期特例を条件で分離。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0369,修正,explanation question_text source_keys,100円単位の月割り・途中開始等の例外を補足。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0370,修正,explanation question_text source_keys,徴収可能な給与・死亡出国外を限定。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0371,修正,explanation question_text source_keys,最後の給与から引ける前提を補った。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0372,修正,choices explanation source_keys,控除毎月と納入まとめを区別し所得税との期限混同を防ぐ。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0373,修正,explanation source_keys,課税額→社会保険等控除後額の順序を説明。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0374,修正,explanation source_keys,二段階の途中値と誤答理由を補足。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0375,修正,choices explanation question_text source_keys,支給周期を明示し見舞金の課税例外の曖昧さを除去。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0376,修正,choices explanation question_text source_keys,模試で日給単価と日ごと支払を混同しないよう修正。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0377,修正,explanation question_text source_keys,税表内に含む復興税を二重加算しない。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0378,修正,explanation question_text source_keys,従たる給与用の別申告書を除外して例外を混ぜない。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0379,退役,,全肢・説明を比べ同じ限度額・税目・期間・適用欄を問うq-0358へ統合。旧履歴保持、習熟の自動移行なし。,q-0358,retired
q-0380,修正,explanation source_keys,日雇賃金の条件と2か月超部分除外を説明。 模試全体の初見性・全必須技能の充足は別途未完了。,,complete
q-0381,修正,choices explanation question_text source_keys,雇用期間・算定と支払方法を限定し丙の条件不足を修正。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0382,退役,,全肢と説明を照合し、同じ控除順・欄区分・復興税二重加算防止を扱うq-0373へ統合。履歴保持、習熟の自動移行なし。,q-0373,retired
q-0383,修正,explanation question_text source_keys,限度額だけでなく非課税要件を満たす条件を補足。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0384,修正,explanation source_keys,375の月払基本に対し半月払への適用を維持。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0385,退役,,全肢と説明を照合し、同じ控除順・欄区分・復興税二重加算防止を扱うq-0380へ統合。履歴保持、習熟の自動移行なし。,q-0380,retired
q-0386,退役,,全肢と説明を照合し、同じ控除順・欄区分・復興税二重加算防止を扱うq-0377へ統合。履歴保持、習熟の自動移行なし。,q-0377,retired
q-0387,修正,explanation question_text source_keys,日雇を除外し未提出を丙にしない説明へ。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
